,title,content,label
742,Rhaphidorrhynchium callidum,Rhaphidorrhynchium callidum là một loài Rêu trong họ Sematophyllaceae . Loài này được (Mont.) Broth. miêu tả khoa học đầu tiên năm 1925. [1],0
743,Eleocharis lundellii,Eleocharis lundellii là loài thực vật có hoa trong họ Cói . Loài này được Svenson mô tả khoa học đầu tiên năm 1943. [1],0
744,Đội quân Doraemon: Đại chiến thuật côn trùng,"Đại chiến thuật côn trùng ( ムシムシぴょんぴょん大作戦! , Đại chiến thuật côn trùng ? ) là một bộ phim hoạt hình Đội quân Doraemon với bối cảnh là cuộc thi kiểm tra tốt nghiệp của trường đào tạo Rôbốt. Phim được phát hành đồng thời với Kaettekita Doraemon và Nobita du hành biển phương Nam , vào ngày 7 tháng 3 , năm 1998 [1] .",3
745,Penthophlebia,Penthophlebia là một chi bướm đêm thuộc họ Geometridae . [1],0
746,Nomioides squamiger,Nomioides squamiger là một loài Hymenoptera trong họ Halictidae . Loài này được Saunders mô tả khoa học năm 1908. [1],0
747,Angerona coreola,Angerona coreola là một loài bướm đêm trong họ Geometridae . [1],0
748,Garaeus flavipicta,Garaeus flavipicta là một loài bướm đêm trong họ Geometridae . [1],0
749,Difloxacin,"Difloxacin (INN) , được bán dưới tên thương mại Dicural, là một loại thuốc kháng sinh fluoroquinolone được sử dụng trong thú y. [1] Nó có độ phổ biến rộng, phụ thuộc vào nồng độ, hoạt động diệt khuẩn; tuy nhiên, hiệu quả của nó không tốt như enrofloxacin hoặc pradofloxacin. [2] [3]",2
750,Adonisea oleagina,Adonisea oleagina là một loài bướm đêm trong họ Noctuidae . [1] [2],0
751,"Middleton (thị trấn), Wisconsin","Middleton là một thị trấn thuộc quận Dane , tiểu bang Wisconsin , Hoa Kỳ . Năm 2010, dân số của thị trấn này là 5.593 người. [3]",1
752,Yul Brynner,Yul Brynner ( 11 tháng 7 năm 1920 – 10 tháng 10 năm 1985 ) [1] là một diễn viên điện ảnh và sân khấu sinh ra ở Nga Hollywood và Broadway đoạt Giải Oscar . Ông đã diễn trong nhiều phim và kịch ở Hoa Kỳ. Ông nổi tiếng nhất với vai vua Xiêm trong vở nhạc kịch của Rodgers & Hammerstein có tựa The King and I ( Quân vương và thiếp ) và vai vua Rameses II trong bộ phim năm 1956 của Cecil B. DeMille có tựa The Ten Commandments và vai Chris Adams trong The Magnificent Seven .,3
753,Oryzopsis lateralis,Oryzopsis lateralis là một loài thực vật có hoa trong họ Hòa thảo . Loài này được (Regel) Stapf ex Hook.f. mô tả khoa học đầu tiên năm 1896. [1],0
754,Yuri Landman,"Yuri Landman (sinh ngày 1 tháng 2 năm 1973) là một nhà soạn nhạc và nhạc công guitar , chủ yếu hoạt động trong giới nhạc avant garde và noise rock . Ông được biết đến nhiều nhất với những nhà thiết kế của các nhạc cụ thí nghiệm. Ông xây dựng một số nhạc cụ dây duy nhất cho Sonic Youth ( Lee Ranaldo và Thurston Moore ), Jad Fair ( Half Japanese ), Liars và Melt-Banana .",3
755,Atrichum androgynum,Atrichum androgynum là một loài Rêu trong họ Polytrichaceae . Loài này được (Müll. Hal.) A. Jaeger mô tả khoa học đầu tiên năm 1875. [1],0
756,Dysdera gamarrae,Dysdera gamarrae là một loài nhện trong họ Dysderidae . [1],0
757,Dysphania chrysocraspedata,Dysphania chrysocraspedata là một loài bướm đêm trong họ Geometridae . [1],0
758,Dipoena sinica,Dipoena sinica là một loài nhện trong họ Theridiidae . [1],0
759,"Monroe, Pennsylvania","Monroe là một thị trấn thuộc quận Bradford , tiểu bang Pennsylvania , Hoa Kỳ . Năm 2010, dân số của thị trấn này là 554 người. [1]",1
760,"Bevern, Holzminden","Bevern ( phát âm tiếng Đức: [ˈbeːvɐn] ) là một đô thị trong huyện Holzminden , Niedersachsen , Đức . Đô thị Bevern, Holzminden có diện tích 33,23 km² , dân số thời điểm ngày 31 tháng 12 năm 2006 là 4216 người. Bevern nằm bên sông Weser ở Weserbergland .",1
761,Trichocline auriculata,Trichocline auriculata là một loài thực vật có hoa trong họ Cúc . Loài này được (Wedd.) Hieron. miêu tả khoa học đầu tiên năm 1896. [1],0
762,Saint-Dizier-l'Évêque,"Saint-Dizier-l'Évêque là một làng và xã tại tỉnh Territoire de Belfort , vùng Franche-Comté .",1
763,Asthena yargongaria,Asthena yargongaria là một loài bướm đêm trong họ Geometridae . [1],0
764,Taphozous georgianus,"Taphozous georgianus là một loài động vật có vú trong họ Dơi bao , bộ Dơi . Loài này được Thomas mô tả năm 1915. [1]",0
765,Hypercompe cayennensis,"Hypercompe cayennensis là một loài bướm đêm thuộc phân họ Arctiinae , họ Erebidae . [1]",0
766,Patellapis mosselina,Patellapis mosselina là một loài Hymenoptera trong họ Halictidae . Loài này được Cockerell mô tả khoa học năm 1945. [1],0
767,Pavetta uwembae,Pavetta uwembae là một loài thực vật có hoa trong họ Thiến thảo . Loài này được Gilli mô tả khoa học đầu tiên năm 1973. [1],0
768,Thecla letha,"The Watson's Hairstreak ( Thecla letha ) [1] [2] [3] là một loài bướm ngày nhỏ được tìm thấy ở Ấn Độ , thuộc họ Bướm xanh .",0
769,Semaeopus castaria,Semaeopus castaria là một loài bướm đêm trong họ Geometridae . [1],0
770,Kato Mitsuo,Kato Mitsuo (sinh ngày 22 tháng 1 năm 1953) là một cầu thủ bóng đá người Nhật Bản .,3
771,Swartzia vaupesiana,Swartzia vaupesiana là một loài thực vật có hoa trong họ Đậu . Loài này được Cowan miêu tả khoa học đầu tiên. [1],0
772,Tortula truncatula,Tortula truncatula là một loài Rêu trong họ Pottiaceae . Loài này được (With.) Lindb. miêu tả khoa học đầu tiên năm 1879. [1],0
773,Sinogeotrupes masumotoi,"Sinogeotrupes masumotoi là một loài bọ cánh cứng trong họ Geotrupidae . Loài này được Král, Maly & Schneider miêu tả khoa học năm 2001. [1]",0
774,Pycnarrhena lucida,Pycnarrhena lucida là một loài thực vật có hoa trong họ Biển bức cát . Loài này được (Teijsm. & Binn.) Miq. miêu tả khoa học đầu tiên năm 1868. [1],0
775,736,Năm 736 trong lịch Julius .,4
776,Exilisciurus whiteheadi,"Exilisciurus whiteheadi là một loài động vật có vú trong họ Sóc , bộ Gặm nhấm . Loài này được Thomas mô tả năm 1887.",0
777,Oscaecilia bassleri,"Oscaecilia bassleri là một loài lưỡng cư thuộc họ Caeciliidae .\nLoài này có ở Ecuador , Peru , có thể cả Bolivia , và có thể cả Colombia . Môi trường sống tự nhiên của chúng là rừng ẩm vùng đất thấp nhiệt đới hoặc cận nhiệt đới, các đồn điền , vườn nông thôn, và rừng thoái hóa nghiêm trọng.",0
778,Lipocarpha drummondii,Lipocarpha drummondii là loài thực vật có hoa trong họ Cói . Loài này được (Nees) G.C.Tucker mô tả khoa học đầu tiên năm 1987. [1],0
779,Abana,"Abana là một huyện thuộc tỉnh Kastamonu , Thổ Nhĩ Kỳ . Huyện có diện tích 32 km² và dân số thời điểm năm 2007 là 3562 người [1] , mật độ 111 người/km².",1
780,Thác Bạt Nghi,"Thác Bạt Nghi ( giản thể : 拓跋仪 ; phồn thể : 拓跋儀 , ? – 409), là tướng lĩnh và hoàng thân, khai quốc công thần nhà Bắc Ngụy trong lịch sử Trung Quốc .",1
781,Tillandsia membranacifolia,Tillandsia membranacifolia là một loài thực vật có hoa trong họ Bromeliaceae . Loài này được L.B.Sm. miêu tả khoa học đầu tiên năm 1930. [1],0
782,Aristolochia crassinervia,Aristolochia crassinervia là một loài thực vật có hoa trong họ Aristolochiaceae . Loài này được O.C.Schmidt mô tả khoa học đầu tiên năm 1923. [1],0
783,Danh sách album quán quân năm 2019 (Mỹ),"Dưới đây là danh sách các album quán quân tại Hoa Kỳ trong năm 2019. Các album và đĩa mở rộng bán chạy nhất năm trên thị trường Hoa Kỳ được xếp thứ tự trên bảng xếp hạng Billboard 200 , một bảng xếp hạng được xuất bản hằng tuần bởi tạp chí Billboard . Số liệu được Nielsen SoundScan tổng hợp dựa trên doanh số vật lý và kỹ thuật số hằng tuần của mỗi album, cũng như lượng stream theo yêu cầu và doanh số kỹ thuật số của từng bài hát trong album.",3
784,Panisea uniflora,Panisea uniflora là một loài thực vật có hoa trong họ Lan . Loài này được (Lindl.) Lindl. mô tả khoa học đầu tiên năm 1854. [1],0
785,Primula caldaria,Primula caldaria là một loài thực vật có hoa trong họ Anh thảo . Loài này được W.W. Sm. & Forrest miêu tả khoa học đầu tiên năm 1923. [1],0
786,Megatoma trichorhopalum,Megatoma trichorhopalum là một loài bọ cánh cứng trong họ Dermestidae . Loài này được Beal miêu tả khoa học năm 1967. [1],0
787,Amphistomus respiciens,Amphistomus respiciens là một loài bọ cánh cứng trong họ Bọ hung (Scarabaeidae). [1] [2],0
788,Lindsaea malayensis,Lindsaea malayensis là một loài dương xỉ trong họ Lindsaeaceae . Loài này được Holttum mô tả khoa học đầu tiên năm 1930. [1] Danh pháp khoa học của loài này chưa được làm sáng tỏ.,0
789,Volutidae,Volutidae là một họ ốc trong liên họ Muricoidea . Các loài trong họ này có thiều dài vỏ từ 9 mm đến 500 mm.,0
790,Rinorea sprucei,Rinorea sprucei là một loài thực vật có hoa trong họ Hoa tím . Loài này được (Eichler) Kuntze miêu tả khoa học đầu tiên năm 1891. [1],0
791,Thrixspermum longilobum,Thrixspermum longilobum là một loài thực vật có hoa trong họ Lan . Loài này được J.J.Sm. miêu tả khoa học đầu tiên năm 1920. [1],0
792,Allium dilatatum,Allium dilatatum là một loài thực vật có hoa trong họ Amaryllidaceae . Loài này được Zahar. mô tả khoa học đầu tiên năm 1977. [1],0
793,Markea harlingiana,Markea harlingiana là loài thực vật có hoa trong họ Cà . Loài này được Hunz. mô tả khoa học đầu tiên năm 1997. [1],0
794,Meleoma rubricosa,Meleoma rubricosa là một loài côn trùng trong họ Chrysopidae thuộc bộ Neuroptera . Loài này được Navás miêu tả năm 1914. [1],0
795,Atarba dolichophallus,Atarba dolichophallus là một loài ruồi trong họ Limoniidae . [1] Chúng phân bố ở vùng nhiệt đới châu Phi .,0
796,"Xã Harmony, Quận Fillmore, Minnesota","Xã Harmony ( tiếng Anh : Harmony Township ) là một xã thuộc quận Fillmore , tiểu bang Minnesota , Hoa Kỳ . Năm 2010, dân số của xã này là 387 người. [1]",1
797,Oxylymma faurei,Oxylymma faurei là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
798,Mesochorus oblitus,Mesochorus oblitus là một loài tò vò trong họ Ichneumonidae . [1],0
799,Lespesia schizurae,Lespesia schizurae là một loài ruồi trong họ Tachinidae . [1] [2],0
800,"Xã Winsted, Quận McLeod, Minnesota","Xã Winsted ( tiếng Anh : Winsted Township ) là một xã thuộc quận McLeod , tiểu bang Minnesota , Hoa Kỳ . Năm 2010, dân số của xã này là 968 người. [1]",1
801,Nhà hương,"Nhà hương (hay flavor house) là thuật ngữ dùng để chỉ các công ty sản xuất và phân phối hương liệu dành cho ngành công nghiệp thực phẩm, từ hương liệu tự nhiên, hương liệu tổng hợp cho đến hương liệu nhân tạo. Các công cụ, thiết bị chế tạo hương liệu mà các nhà hương sử dụng cũng khá tương tự như các nhà sản xuất nước hoa, nhưng hơn thế các nhà hương còn phải quan tâm đến cả yếu tố khứu giác và yếu tố vị giác của sản phẩm được chế tạo, nhằm gia tăng hương vị cho thực phẩm được ứng dụng. [1] Bên cạnh đó, các nhà hương, vốn cũng được xếp vào ngành công nghiệp thực phẩm, cũng phải đặt tiêu chí an toàn thực phẩm lên hàng đầu trong từng sản phẩm của mình.",2
802,Thiệu Viên,"Thiệu Viên là một xã thuộc huyện Thiệu Hóa , tỉnh Thanh Hóa , Việt Nam .",1
803,Parallelia nesites,Parallelia nesites là một loài bướm đêm trong họ Erebidae . [1] [2],0
804,Lissonota fuscifacies,Lissonota fuscifacies là một loài tò vò trong họ Ichneumonidae . [1],0
805,"Yerebakan, Feke","Yerebakan là một xã thuộc huyện Feke , tỉnh Adana , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2009 là 204 người. [1]",1
806,Eugenia avicenniae,Eugenia avicenniae là một loài thực vật có hoa trong Họ Đào kim nương . Loài này được Standl. mô tả khoa học đầu tiên năm 1924. [1],0
807,Hygrotus orthogrammus,Hygrotus orthogrammus là một loài bọ cánh cứng trong họ Bọ nước . Loài này được Sharp miêu tả khoa học năm 1882. [1],0
808,Ormosia tovarensis,Ormosia tovarensis là một loài thực vật có hoa trong họ Đậu . Loài này được Pittier miêu tả khoa học đầu tiên. [1],0
809,Eremisca osiris,Eremisca osiris là một loài ruồi trong họ Asilidae . Eremisca osiris được Wiedemann miêu tả năm 1828. [1],0
810,Domvallier,"Domvallier là một xã , nằm ở tỉnh Vosges trong vùng Grand Est của Pháp. Xã này có diện tích 3,24 km² , dân số năm 1999 là 137 người. Xã này nằm ở khu vực có độ cao trung bình 288 m trên mực nước biển .\nDân địa phương tiếng Pháp gọi là Domvallois.",1
811,Lasioglossum gorge,Lasioglossum gorge là một loài Hymenoptera trong họ Halictidae . Loài này được Ebmer mô tả khoa học năm 1982. [1],0
812,Dendrobium armitiae,Dendrobium armitiae là một loài thực vật có hoa trong họ Lan . Loài này được F.M.Bailey mô tả khoa học đầu tiên năm 1900. [1],0
813,Palicourea ponasae,Palicourea ponasae là một loài thực vật có hoa trong họ Thiến thảo . Loài này được K.Krause mô tả khoa học đầu tiên năm 1908. [1],0
814,Astracantha octopus,Astracantha octopus là một loài thực vật có hoa trong họ Đậu . Loài này được (C.C.Towns.) Podlech miêu tả khoa học đầu tiên. [1],0
